roll_number,department,credit,course_name,course_type,grade,Grade Numerical Value,Total Credits
692318,CSE,8,CH374,alc,BB,8,64
534763,MA,8,CSE483,department_elective,BC,7,56
718510,EP,3,EP515,honours,BB,8,24
787967,EC,8,IE305,department_elective,AB,9,72
888886,CE,6,EC275,flexible_elective,BC,7,42
500658,CE,4,ME113,department_elective,AP,10,40
207443,ME,4,CE571,alc,CC,6,24
871746,IE,4,IE717,honours,BC,7,28
781075,CE,6,CE613,honours,BB,8,48
521087,CSE,6,CE260,minor,AP,10,60
733782,CH,3,ME594,hasmed_elective,CC,6,18
517837,CH,6,CH845,core,BB,8,48
836881,MM,4,MM895,honours,BB,8,32
986057,ME,6,IE727,department_elective,AP,10,60
928288,CSE,8,CSE563,honours,AA,10,80
294697,MM,8,CE327,hasmed_elective,BC,7,56
971123,MA,8,IE174,hasmed_elective,CC,6,48
787967,EC,4,CH769,minor,AP,10,40
358405,MA,6,MA970,hasmed_elective,AP,10,60
834515,MA,6,MA705,department_elective,CC,6,36
283796,ME,8,ME656,core,AA,10,80
847809,IE,4,EE495,minor,BC,7,28
381227,CE,4,CSE157,department_elective,CC,6,24
294697,MM,6,CE365,hasmed_elective,AP,10,60
881983,MA,3,CH777,minor,AA,10,30
581065,EP,8,EP261,honours,BC,7,56
143142,CSE,8,EE836,department_elective,CC,6,48
928288,CSE,6,CH892,department_elective,AB,9,54
465496,MA,6,EC563,department_elective,BC,7,42
478606,CE,6,CE739,honours,AA,10,60
362471,EE,4,EE724,honours,AB,9,36
836881,MM,8,EE814,alc,AP,10,80
834515,MA,6,CH270,flexible_elective,AB,9,54
364146,MA,3,MA681,honours,BC,7,21
993835,CE,4,EC333,alc,AA,10,40
381526,CE,4,MM385,alc,CC,6,24
138296,MM,3,MA271,department_elective,AB,9,27
144528,ME,4,EC866,flexible_elective,CC,6,24
960395,EE,4,EE260,honours,AP,10,40
836881,MM,4,MM495,honours,AP,10,40
214270,CH,6,IE761,minor,AP,10,60
888886,CE,4,MM809,minor,AP,10,40
310604,EE,8,CE923,department_elective,AA,10,80
124663,EE,4,EE253,core,BC,7,28
810863,CE,3,CSE974,department_elective,BB,8,24
143142,CSE,8,CSE463,core,CC,6,48
847809,IE,8,EC912,hasmed_elective,BB,8,64
571782,ME,3,ME296,core,AA,10,30
582912,CH,8,CH796,honours,BC,7,56
282482,MM,8,MM852,core,CC,6,48
841365,MA,6,MM416,minor,AB,9,54
381227,CE,6,EE588,department_elective,AA,10,60
781075,CE,6,MA570,flexible_elective,AB,9,54
572815,CSE,8,MA390,department_elective,AA,10,80
608952,EP,8,EP450,honours,AA,10,80
582912,CH,3,CH891,honours,BC,7,21
703403,EC,4,EE176,minor,BB,8,32
124663,EE,6,CE590,minor,AB,9,54
608952,EP,8,EP726,core,BB,8,64
571782,ME,3,MM436,alc,AA,10,30
750259,MM,6,EP284,flexible_elective,CC,6,36
847809,IE,8,CE397,hasmed_elective,AB,9,72
310604,EE,4,CH274,hasmed_elective,AA,10,40
870642,MM,4,MA257,flexible_elective,CC,6,24
788020,CE,6,IE457,minor,BB,8,48
159438,EE,3,EP719,alc,BC,7,21
458200,EC,3,EC768,core,AB,9,27
194063,EP,4,EP952,flexible_elective,AP,10,40
124663,EE,4,ME231,minor,AP,10,40
310604,EE,6,MM584,alc,AB,9,54
465496,MA,3,MA860,honours,AP,10,30
310604,EE,6,EE446,honours,AB,9,54
208100,EE,4,EC285,flexible_elective,AA,10,40
207443,ME,6,ME692,honours,CC,6,36
572815,CSE,6,CSE869,core,AB,9,54
500658,CE,6,CE861,honours,AP,10,60
521087,CSE,3,CSE743,core,CC,6,18
782129,MA,8,MM575,minor,AB,9,72
458200,EC,4,EP946,hasmed_elective,AA,10,40
775967,EC,3,CE120,department_elective,AB,9,27
588946,MA,6,MA400,honours,AA,10,60
851029,CSE,8,CSE657,hasmed_elective,BB,8,64
608952,EP,6,EP113,honours,AB,9,54
986057,ME,6,IE274,department_elective,BC,7,42
521087,CSE,8,EE101,alc,BB,8,64
214270,CH,3,CE219,department_elective,BC,7,21
955757,MM,8,MM610,core,BC,7,56
203200,CH,3,CE178,department_elective,AP,10,30
194063,EP,3,CSE692,alc,BC,7,21
381526,CE,3,CE156,core,CC,6,18
461584,EE,3,EE555,core,AA,10,30
716985,MM,4,ME512,flexible_elective,AB,9,36
681499,CH,8,CH398,honours,AP,10,80
626000,EC,8,EC357,honours,AB,9,72
572815,CSE,6,MM244,flexible_elective,BB,8,48
203200,CH,8,CE487,flexible_elective,AA,10,80
199713,EE,3,EE865,department_elective,CC,6,18
159438,EE,3,EE523,hasmed_elective,AA,10,30
973158,EE,8,EE857,alc,AP,10,80
703403,EC,8,EE790,hasmed_elective,BB,8,64
270007,IE,8,EP803,hasmed_elective,AP,10,80
534763,MA,3,MA389,honours,BB,8,24
327122,MM,4,CE445,alc,BC,7,28
960395,EE,8,MA956,alc,AB,9,72
461584,EE,4,EE702,department_elective,BB,8,32
626000,EC,4,CE773,flexible_elective,CC,6,24
960395,EE,4,CE210,minor,AA,10,40
613401,CE,4,CE533,honours,AP,10,40
534763,MA,3,MM271,hasmed_elective,AP,10,30
488661,EE,6,MA807,hasmed_elective,AB,9,54
478606,CE,8,CE270,core,AP,10,80
716985,MM,3,CSE696,minor,AA,10,30
588946,MA,4,MA626,core,AP,10,40
482623,IE,8,EC132,flexible_elective,BC,7,56
628849,MA,8,EP354,minor,BB,8,64
810863,CE,6,CSE792,minor,AA,10,60
986057,ME,3,CE911,department_elective,BC,7,21
628849,MA,3,EC899,alc,AB,9,27
788020,CE,3,CE721,hasmed_elective,AA,10,30
143142,CSE,8,CSE904,core,CC,6,48
973158,EE,4,EE272,flexible_elective,BB,8,32
391848,ME,6,CH861,department_elective,AA,10,60
461584,EE,6,EE338,department_elective,AA,10,60
364146,MA,8,EP354,flexible_elective,AP,10,80
836881,MM,4,MM797,honours,AA,10,40
836431,EE,6,MA207,hasmed_elective,AA,10,60
517837,CH,8,CH496,honours,BB,8,64
998293,ME,3,EP970,hasmed_elective,BB,8,24
995208,ME,6,CSE424,minor,AB,9,54
981238,MM,4,MM426,core,BC,7,28
681499,CH,3,MA683,minor,CC,6,18
970791,MA,8,MA998,honours,AB,9,72
482623,IE,3,EE155,flexible_elective,AA,10,30
180828,CSE,3,EC359,department_elective,BB,8,24
571782,ME,4,EE760,department_elective,AB,9,36
485484,MM,3,EP787,department_elective,AB,9,27
461971,CE,6,EC973,minor,CC,6,36
485484,MM,4,MM823,honours,AA,10,40
362471,EE,4,CSE517,flexible_elective,BB,8,32
572815,CSE,4,CSE347,core,AP,10,40
845623,EE,4,CSE191,alc,CC,6,24
692318,CSE,3,IE177,minor,AP,10,30
485484,MM,8,ME606,hasmed_elective,BB,8,64
681499,CH,4,EP585,alc,BB,8,32
485484,MM,3,IE682,department_elective,BC,7,21
955757,MM,8,MM844,hasmed_elective,AP,10,80
364146,MA,8,CH908,alc,BB,8,64
203200,CH,3,EP533,alc,AA,10,30
582912,CH,4,CE623,flexible_elective,AA,10,40
986057,ME,4,EC409,department_elective,CC,6,24
465496,MA,4,EC862,flexible_elective,AB,9,36
995208,ME,6,EC378,alc,CC,6,36
608952,EP,4,MM827,hasmed_elective,AP,10,40
517837,CH,6,EE209,alc,BC,7,42
781075,CE,3,ME782,flexible_elective,BC,7,21
144528,ME,6,CE289,hasmed_elective,BB,8,48
358405,MA,6,MM279,minor,AP,10,60
608952,EP,3,MA361,department_elective,AB,9,27
718510,EP,6,MM331,minor,CC,6,36
608952,EP,3,MA996,hasmed_elective,BC,7,21
461584,EE,4,ME119,hasmed_elective,CC,6,24
194063,EP,8,EP844,department_elective,BB,8,64
626000,EC,4,EC909,core,AP,10,40
613401,CE,3,CE269,honours,CC,6,18
391848,ME,3,ME984,honours,AB,9,27
597353,CSE,4,CSE279,honours,CC,6,24
721490,EP,3,EE966,flexible_elective,AB,9,27
834515,MA,4,MA706,core,AB,9,36
265922,EP,6,EC596,flexible_elective,AB,9,54
294697,MM,4,MM481,core,BB,8,32
521087,CSE,8,MA310,alc,BC,7,56
265922,EP,3,MA250,hasmed_elective,CC,6,18
628849,MA,6,MM260,flexible_elective,AB,9,54
488661,EE,3,CH416,flexible_elective,BC,7,21
781075,CE,8,CE768,core,BC,7,56
608952,EP,4,MA578,department_elective,AP,10,40
775967,EC,3,CE291,minor,AB,9,27
680096,CH,6,CSE397,hasmed_elective,CC,6,36
572815,CSE,3,CE723,department_elective,AA,10,30
461971,CE,8,IE371,hasmed_elective,AB,9,72
214270,CH,6,CH505,honours,CC,6,36
478606,CE,6,MA493,minor,BC,7,42
973158,EE,3,ME253,alc,BB,8,24
626000,EC,4,EC625,core,BB,8,32
716985,MM,6,MM963,core,BB,8,48
955757,MM,6,ME961,department_elective,BB,8,48
482623,IE,3,ME327,minor,AP,10,30
907454,CSE,4,EP681,department_elective,BB,8,32
159438,EE,3,EE740,core,CC,6,18
816041,MA,3,MA444,alc,AA,10,30
973158,EE,8,EP962,department_elective,BC,7,56
597353,CSE,8,CE289,hasmed_elective,AA,10,80
781075,CE,6,CE605,core,AA,10,60
265922,EP,8,ME480,alc,AP,10,80
816041,MA,4,MM284,alc,AB,9,36
465496,MA,6,ME221,department_elective,BC,7,42
145372,EP,3,EC404,minor,BB,8,24
971123,MA,3,EC473,alc,AP,10,30
180828,CSE,6,IE681,alc,BB,8,48
138296,MM,4,CSE123,department_elective,AA,10,40
871746,IE,3,MM218,hasmed_elective,BC,7,21
199713,EE,8,EE708,hasmed_elective,AP,10,80
199713,EE,4,IE507,hasmed_elective,BB,8,32
998293,ME,6,EP142,hasmed_elective,BC,7,42
458200,EC,6,EP542,department_elective,AA,10,60
588946,MA,6,EE683,department_elective,AA,10,60
628849,MA,3,MA720,honours,BC,7,21
995208,ME,6,ME941,core,CC,6,36
960395,EE,3,MA951,hasmed_elective,AP,10,30
973158,EE,3,CH561,minor,AP,10,30
521087,CSE,8,CE320,alc,BB,8,64
571782,ME,6,EE194,minor,AB,9,54
971123,MA,4,CSE524,department_elective,BB,8,32
721490,EP,6,MA178,alc,AA,10,60
881983,MA,8,CSE388,hasmed_elective,BC,7,56
871746,IE,4,CH504,hasmed_elective,BC,7,28
310604,EE,8,EE549,honours,AB,9,72
358405,MA,6,MA393,honours,BB,8,48
870642,MM,6,EE665,hasmed_elective,AA,10,60
718510,EP,8,CH261,hasmed_elective,AA,10,80
588946,MA,6,CH674,alc,AA,10,60
582912,CH,6,CE514,minor,CC,6,36
143856,CE,6,CE652,core,BC,7,42
692318,CSE,8,CH322,flexible_elective,CC,6,48
981238,MM,6,ME231,alc,BC,7,42
214270,CH,4,MA169,flexible_elective,CC,6,24
388969,CSE,3,EP926,alc,AP,10,30
124663,EE,8,EE547,core,CC,6,48
613401,CE,4,EC918,minor,AB,9,36
907454,CSE,4,CSE733,honours,AP,10,40
588946,MA,3,MA441,core,AP,10,30
782129,MA,6,IE724,minor,BB,8,48
588946,MA,4,ME871,minor,CC,6,24
199713,EE,4,CSE131,flexible_elective,BB,8,32
282482,MM,4,CE979,flexible_elective,CC,6,24
681499,CH,4,CH548,core,AA,10,40
721490,EP,8,MM828,hasmed_elective,AB,9,72
521087,CSE,3,IE992,flexible_elective,AP,10,30
180828,CSE,6,EC570,flexible_elective,BC,7,42
716985,MM,8,EP225,department_elective,BC,7,56
379479,MA,6,MA560,honours,BB,8,48
344265,CSE,4,CSE313,core,CC,6,24
986057,ME,6,MA750,flexible_elective,CC,6,36
773982,EE,8,EE376,honours,BC,7,56
381227,CE,3,CE893,honours,BC,7,21
750259,MM,6,MA772,hasmed_elective,AP,10,60
787967,EC,6,MM302,alc,AA,10,60
150503,CH,3,CH752,core,AA,10,30
391848,ME,8,EE913,hasmed_elective,AA,10,80
960395,EE,3,MM216,department_elective,AP,10,30
973158,EE,6,EE509,core,BC,7,42
150503,CH,8,CSE951,minor,BB,8,64
781075,CE,6,ME260,flexible_elective,BC,7,42
461584,EE,6,CH146,minor,BC,7,42
379479,MA,6,CH425,minor,AP,10,60
138296,MM,3,MM603,core,CC,6,18
301135,IE,3,IE183,core,BB,8,24
960395,EE,3,EE774,honours,BB,8,24
870642,MM,6,MM184,honours,BC,7,42
845623,EE,3,MM974,alc,CC,6,18
960395,EE,8,EE246,honours,AP,10,80
597353,CSE,8,ME150,department_elective,BB,8,64
879634,EP,3,ME520,flexible_elective,CC,6,18
143142,CSE,6,CSE376,honours,AP,10,60
485484,MM,3,MM914,hasmed_elective,AA,10,30
718510,EP,8,CH535,department_elective,BC,7,56
981238,MM,8,MM177,core,BC,7,56
680096,CH,3,CSE750,minor,BB,8,24
381526,CE,6,IE331,minor,AB,9,54
626000,EC,3,ME140,alc,BC,7,21
589528,EE,6,EC975,flexible_elective,AB,9,54
773982,EE,8,EE534,core,BB,8,64
781075,CE,3,MM718,alc,BC,7,21
781075,CE,4,CE930,core,AP,10,40
482623,IE,6,ME765,department_elective,AA,10,60
461971,CE,3,ME523,department_elective,AA,10,30
973158,EE,3,MA411,hasmed_elective,BC,7,21
482623,IE,4,IE556,honours,BB,8,32
782129,MA,3,IE271,alc,BB,8,24
199713,EE,4,CSE105,department_elective,AP,10,40
500658,CE,6,CE824,honours,AP,10,60
692318,CSE,3,CE926,hasmed_elective,BC,7,21
986057,ME,6,MM474,hasmed_elective,BB,8,48
124663,EE,8,CH931,alc,CC,6,48
871746,IE,3,IE211,honours,AB,9,27
782129,MA,6,EP877,department_elective,BB,8,48
124663,EE,3,CE368,alc,CC,6,18
581858,MA,4,EE541,minor,AB,9,36
733782,CH,6,IE706,minor,BC,7,42
960395,EE,3,EE904,honours,BB,8,24
485484,MM,3,CH130,flexible_elective,BB,8,24
608952,EP,3,IE945,flexible_elective,CC,6,18
144528,ME,3,EP428,flexible_elective,AB,9,27
488661,EE,6,EC404,flexible_elective,BB,8,48
845623,EE,8,CE151,flexible_elective,AP,10,80
834515,MA,8,MA697,core,BC,7,56
775967,EC,3,CH466,hasmed_elective,AB,9,27
692318,CSE,4,MA209,flexible_elective,AB,9,36
488661,EE,3,ME689,alc,AB,9,27
572815,CSE,6,EP741,alc,BC,7,42
282482,MM,3,MM566,honours,AA,10,30
881983,MA,6,IE334,department_elective,AB,9,54
703403,EC,8,EC226,core,CC,6,48
788020,CE,4,CE569,core,AP,10,40
628849,MA,3,EC272,alc,AB,9,27
955757,MM,8,CH267,alc,AP,10,80
214270,CH,6,EP381,alc,AP,10,60
993835,CE,4,CH354,flexible_elective,BB,8,32
381526,CE,4,ME624,hasmed_elective,BB,8,32
750259,MM,6,IE275,flexible_elective,AA,10,60
626000,EC,4,EE981,department_elective,AA,10,40
750259,MM,8,MM607,core,BC,7,56
851029,CSE,8,CH617,department_elective,BB,8,64
871746,IE,4,IE240,core,BB,8,32
881983,MA,3,MA917,core,AB,9,27
680096,CH,4,CH820,flexible_elective,AA,10,40
488661,EE,4,EE223,department_elective,BB,8,32
775967,EC,6,EC547,core,AA,10,60
283796,ME,8,MA624,minor,BC,7,56
781075,CE,8,CSE172,hasmed_elective,AB,9,72
879634,EP,3,CH596,alc,CC,6,18
626000,EC,3,EC587,hasmed_elective,AB,9,27
143856,CE,4,MA796,minor,CC,6,24
986057,ME,8,CE351,flexible_elective,AB,9,72
270007,IE,3,CE980,alc,CC,6,18
847809,IE,3,EC139,alc,AA,10,30
301135,IE,8,CH867,flexible_elective,AA,10,80
364146,MA,8,EE118,alc,AA,10,80
485484,MM,6,CE583,department_elective,AB,9,54
680096,CH,3,MM497,department_elective,AA,10,30
955757,MM,6,MM777,honours,BB,8,48
630568,EP,8,EP442,honours,CC,6,48
283796,ME,4,ME627,honours,BC,7,28
907454,CSE,8,ME602,alc,BC,7,56
787967,EC,6,CH650,department_elective,CC,6,36
391848,ME,6,ME993,core,BC,7,42
613401,CE,3,CH268,minor,BB,8,24
836881,MM,8,EE567,minor,BC,7,56
845623,EE,3,EP289,alc,CC,6,18
681499,CH,8,MM908,alc,BB,8,64
482623,IE,6,IE583,honours,AA,10,60
203200,CH,4,CH707,honours,BC,7,28
971123,MA,8,ME914,alc,BB,8,64
488661,EE,8,EE983,core,AA,10,80
482623,IE,6,IE309,alc,CC,6,36
521087,CSE,4,CH255,department_elective,BC,7,28
998293,ME,6,ME822,core,AP,10,60
379479,MA,8,MA259,core,BC,7,56
458200,EC,4,EC437,honours,AB,9,36
582912,CH,6,CH645,core,AB,9,54
960395,EE,3,CSE294,department_elective,BC,7,21
810863,CE,4,EE559,alc,BC,7,28
981238,MM,8,MM768,honours,BC,7,56
608522,EC,3,EE160,minor,AB,9,27
879634,EP,6,CH611,minor,AB,9,54
143142,CSE,8,MA766,minor,AB,9,72
721490,EP,3,EP542,honours,BB,8,24
207443,ME,3,ME929,core,BC,7,21
834515,MA,3,IE282,department_elective,BC,7,21
362471,EE,6,CH383,minor,CC,6,36
721490,EP,8,ME927,minor,AA,10,80
986057,ME,8,CE873,hasmed_elective,BC,7,56
998293,ME,4,ME719,honours,CC,6,24
138296,MM,3,MA727,minor,AB,9,27
124663,EE,3,CE849,department_elective,CC,6,18
782129,MA,8,CSE754,hasmed_elective,AA,10,80
581065,EP,3,EP684,alc,AP,10,30
478606,CE,3,CE571,flexible_elective,AA,10,30
362471,EE,4,MM893,hasmed_elective,BB,8,32
329535,EC,8,EC174,flexible_elective,AP,10,80
788020,CE,4,CE963,alc,AP,10,40
362471,EE,6,CE816,department_elective,AP,10,60
124663,EE,3,EE105,core,AP,10,30
488661,EE,3,MA142,hasmed_elective,CC,6,18
582912,CH,8,EP160,flexible_elective,AA,10,80
581858,MA,3,MA993,core,CC,6,18
993835,CE,8,CE585,honours,AA,10,80
150503,CH,3,CH841,core,AP,10,30
145372,EP,4,MM529,alc,AA,10,40
270007,IE,8,CSE420,alc,AP,10,80
750259,MM,4,MM651,core,AB,9,36
581858,MA,3,EE150,department_elective,CC,6,18
265922,EP,8,EE394,hasmed_elective,BB,8,64
283796,ME,3,CSE135,hasmed_elective,CC,6,18
681499,CH,6,MM167,flexible_elective,CC,6,36
834515,MA,4,MM389,minor,BB,8,32
150503,CH,4,CH705,core,CC,6,24
781075,CE,4,MA570,department_elective,AB,9,36
970791,MA,6,EE338,alc,BB,8,48
327122,MM,3,CH798,department_elective,AA,10,30
716985,MM,4,MM530,honours,BB,8,32
301135,IE,8,CH987,alc,BB,8,64
138296,MM,6,MM887,honours,BB,8,48
214270,CH,8,CSE498,hasmed_elective,CC,6,48
788020,CE,3,IE631,flexible_elective,AP,10,30
588946,MA,8,CSE282,flexible_elective,CC,6,48
847809,IE,3,CH588,hasmed_elective,AA,10,30
180828,CSE,3,CSE570,honours,BB,8,24
787967,EC,3,EP962,department_elective,BB,8,24
150503,CH,4,CH500,honours,BC,7,28
461971,CE,8,CE719,core,CC,6,48
301135,IE,4,IE235,core,CC,6,24
782129,MA,3,CSE193,department_elective,CC,6,18
379479,MA,6,MA252,honours,CC,6,36
327122,MM,8,EC642,hasmed_elective,CC,6,48
270007,IE,3,CSE729,hasmed_elective,AB,9,27
379479,MA,8,MA802,honours,BB,8,64
836881,MM,8,ME771,alc,AA,10,80
379479,MA,8,CE761,flexible_elective,BB,8,64
841365,MA,8,MA536,honours,BB,8,64
781075,CE,8,CE718,hasmed_elective,BC,7,56
517837,CH,4,ME615,department_elective,CC,6,24
907454,CSE,6,CSE406,honours,AB,9,54
364146,MA,4,MM958,alc,AB,9,36
521087,CSE,3,EP634,department_elective,AA,10,30
294697,MM,3,CH789,hasmed_elective,BB,8,24
928288,CSE,6,ME149,flexible_elective,AP,10,60
458200,EC,8,CE321,department_elective,AA,10,80
208100,EE,4,IE346,minor,CC,6,24
907454,CSE,3,EP980,minor,AP,10,30
630568,EP,6,EP681,honours,BB,8,48
870642,MM,3,MM953,core,AB,9,27
364146,MA,3,MA476,honours,CC,6,18
928288,CSE,8,EE821,department_elective,AA,10,80
265922,EP,3,CH513,alc,BB,8,24
703403,EC,8,MA695,hasmed_elective,AP,10,80
500658,CE,4,EP169,department_elective,AB,9,36
572815,CSE,4,CE423,alc,AP,10,40
180828,CSE,4,CSE532,core,BC,7,28
608952,EP,4,EP620,core,CC,6,24
692318,CSE,8,EP909,department_elective,AA,10,80
144528,ME,4,EC299,alc,BB,8,32
870642,MM,8,MM392,core,AB,9,72
960395,EE,6,EE803,honours,AP,10,60
998293,ME,6,EE277,department_elective,AP,10,60
388969,CSE,4,ME543,alc,BC,7,28
362471,EE,8,EP796,department_elective,AA,10,80
517837,CH,8,CH582,honours,AP,10,80
488661,EE,4,CH388,department_elective,AP,10,40
597353,CSE,4,CSE552,core,BB,8,32
465496,MA,8,MA138,honours,CC,6,48
301135,IE,8,ME748,flexible_elective,AA,10,80
500658,CE,4,IE851,hasmed_elective,BC,7,28
788020,CE,3,EE883,minor,AP,10,30
344265,CSE,6,ME371,alc,BB,8,48
871746,IE,6,CE229,minor,AA,10,60
721490,EP,6,CE855,hasmed_elective,AP,10,60
782129,MA,3,EP106,alc,BB,8,24
138296,MM,6,EP959,department_elective,CC,6,36
301135,IE,8,ME211,flexible_elective,AB,9,72
488661,EE,8,ME779,alc,AP,10,80
517837,CH,8,ME736,alc,AP,10,80
788020,CE,3,CE988,core,CC,6,18
143856,CE,4,CE850,flexible_elective,CC,6,24
159438,EE,3,CSE411,department_elective,BB,8,24
310604,EE,6,ME287,alc,BB,8,48
692318,CSE,4,EP894,minor,BC,7,28
521087,CSE,8,MM891,minor,AB,9,72
971123,MA,4,CH765,department_elective,AP,10,40
630568,EP,4,CE640,flexible_elective,BC,7,28
571782,ME,8,MA460,minor,AP,10,80
485484,MM,4,IE341,minor,CC,6,24
124663,EE,6,EP647,minor,AA,10,60
379479,MA,6,MA398,core,AP,10,60
461584,EE,8,EP459,minor,AA,10,80
750259,MM,3,MA344,flexible_elective,AA,10,30
588946,MA,6,EP887,alc,AP,10,60
488661,EE,4,ME654,hasmed_elective,BB,8,32
960395,EE,6,IE630,minor,AA,10,60
270007,IE,4,CSE177,flexible_elective,BB,8,32
364146,MA,4,IE837,minor,AB,9,36
214270,CH,8,CH582,core,BB,8,64
836431,EE,6,CH774,minor,CC,6,36
521087,CSE,8,CSE988,honours,AB,9,72
928288,CSE,3,EE478,flexible_elective,AA,10,30
608522,EC,4,CSE413,department_elective,AP,10,40
199713,EE,3,MM788,alc,BC,7,21
681499,CH,6,EP476,flexible_elective,AP,10,60
589528,EE,4,EE366,flexible_elective,BC,7,28
582912,CH,6,CH602,honours,BB,8,48
358405,MA,8,MA233,honours,BB,8,64
998293,ME,4,CE334,hasmed_elective,BB,8,32
955757,MM,6,EC389,alc,BB,8,48
588946,MA,8,EP515,minor,AA,10,80
680096,CH,4,EE956,flexible_elective,BB,8,32
482623,IE,6,IE705,core,BB,8,48
928288,CSE,8,EE404,alc,CC,6,48
207443,ME,4,ME416,honours,CC,6,24
581065,EP,4,ME591,alc,AB,9,36
788020,CE,8,ME858,hasmed_elective,AB,9,72
500658,CE,8,CE454,honours,CC,6,48
718510,EP,3,EP438,honours,AA,10,30
613401,CE,8,CE349,honours,AP,10,80
597353,CSE,4,EE301,alc,AA,10,40
995208,ME,6,ME781,honours,BC,7,42
458200,EC,3,ME589,department_elective,BC,7,21
194063,EP,6,EP815,flexible_elective,BB,8,48
572815,CSE,3,EE922,flexible_elective,AP,10,30
608952,EP,4,EP573,core,AA,10,40
208100,EE,3,EE364,honours,BB,8,24
478606,CE,4,ME384,alc,AP,10,40
733782,CH,8,CSE477,flexible_elective,BC,7,56
379479,MA,6,MA270,core,AP,10,60
144528,ME,4,CE140,department_elective,AB,9,36
159438,EE,4,EC199,alc,AA,10,40
143856,CE,6,MA998,department_elective,AB,9,54
995208,ME,6,ME301,department_elective,CC,6,36
159438,EE,6,CH507,department_elective,AB,9,54
589528,EE,4,MA133,flexible_elective,BC,7,28
681499,CH,8,CSE143,flexible_elective,CC,6,48
787967,EC,3,CH509,hasmed_elective,BC,7,21
582912,CH,4,CH550,honours,BC,7,28
485484,MM,8,MM143,honours,AB,9,72
810863,CE,4,EE215,department_elective,CC,6,24
517837,CH,3,EC634,hasmed_elective,BC,7,21
928288,CSE,6,CSE362,honours,BC,7,42
597353,CSE,8,EE960,minor,AA,10,80
572815,CSE,4,CSE294,core,AA,10,40
521087,CSE,4,EC430,flexible_elective,AB,9,36
692318,CSE,3,EC321,hasmed_elective,BC,7,21
143856,CE,6,EP696,flexible_elective,AP,10,60
362471,EE,6,EC730,minor,AA,10,60
143142,CSE,4,CE846,alc,AB,9,36
971123,MA,6,EP320,alc,AP,10,60
834515,MA,8,CE605,flexible_elective,AA,10,80
981238,MM,4,EC521,department_elective,CC,6,24
626000,EC,8,IE402,department_elective,BC,7,56
782129,MA,8,CH207,alc,CC,6,48
810863,CE,4,EP418,minor,AA,10,40
388969,CSE,8,EE303,minor,AA,10,80
214270,CH,3,CH892,hasmed_elective,AB,9,27
381227,CE,4,MM385,minor,BC,7,28
270007,IE,3,IE193,alc,CC,6,18
521087,CSE,3,ME923,minor,BC,7,21
143142,CSE,8,IE446,hasmed_elective,AP,10,80
630568,EP,4,EP323,honours,BB,8,32
478606,CE,8,MA455,department_elective,AA,10,80
613401,CE,3,CE880,alc,CC,6,18
589528,EE,3,ME535,department_elective,BB,8,24
534763,MA,4,CSE304,department_elective,CC,6,24
265922,EP,4,IE152,alc,AA,10,40
194063,EP,6,EP245,honours,BB,8,48
608952,EP,3,EP654,core,CC,6,18
458200,EC,6,EP199,minor,BC,7,42
582912,CH,3,EC393,department_elective,BB,8,24
144528,ME,8,MA619,minor,BC,7,56
613401,CE,8,CE295,core,AP,10,80
327122,MM,8,MM303,core,BB,8,64
362471,EE,8,IE629,minor,CC,6,48
773982,EE,6,MA995,alc,BC,7,42
888886,CE,3,MA113,alc,BB,8,24
143142,CSE,4,EE450,department_elective,AA,10,40
847809,IE,6,EC487,hasmed_elective,AP,10,60
478606,CE,3,CE681,honours,AB,9,27
310604,EE,3,MM252,alc,AB,9,27
214270,CH,3,EE883,minor,CC,6,18
270007,IE,3,CE669,flexible_elective,AA,10,30
626000,EC,8,EC788,core,BC,7,56
836431,EE,6,MA453,alc,AA,10,60
841365,MA,4,MA842,honours,AB,9,36
733782,CH,4,EP109,alc,AP,10,40
613401,CE,8,CE455,honours,AB,9,72
834515,MA,4,EP632,flexible_elective,CC,6,24
362471,EE,8,CH395,hasmed_elective,AA,10,80
581065,EP,3,EP247,core,BB,8,24
521087,CSE,6,CSE671,honours,CC,6,36
582912,CH,8,CH942,honours,AA,10,80
628849,MA,6,CSE172,department_elective,AA,10,60
301135,IE,8,CH873,minor,BB,8,64
465496,MA,6,EC476,minor,AP,10,60
955757,MM,3,EE254,flexible_elective,AA,10,30
465496,MA,3,MM908,flexible_elective,BB,8,24
194063,EP,8,IE741,department_elective,AA,10,80
310604,EE,8,MA260,department_elective,CC,6,48
851029,CSE,4,CE865,alc,BC,7,28
571782,ME,4,EE140,flexible_elective,BC,7,28
327122,MM,6,IE215,minor,CC,6,36
207443,ME,6,EP963,hasmed_elective,AP,10,60
294697,MM,8,EC179,hasmed_elective,CC,6,48
482623,IE,4,MM379,minor,AA,10,40
582912,CH,4,CE539,flexible_elective,BB,8,32
810863,CE,4,CSE431,department_elective,AP,10,40
703403,EC,6,MA768,flexible_elective,BB,8,48
572815,CSE,4,CSE781,core,AP,10,40
294697,MM,3,MM410,department_elective,AB,9,27
327122,MM,6,EC775,department_elective,CC,6,36
782129,MA,6,MA491,core,AB,9,54
581065,EP,6,IE578,minor,BC,7,42
879634,EP,8,IE336,minor,AA,10,80
718510,EP,3,EP204,core,CC,6,18
461971,CE,6,CE192,honours,AA,10,60
159438,EE,4,CSE498,hasmed_elective,BB,8,32
